review_item_id,benchmark,source_data_row,case_unit_id,agent_id_raw,expanded_record_keys,layer,trigger,adjudication_status,human_audit_label,final_native_verdict,legacy_table9_corrected_flag,legacy_table9_corrected_rule,source_path,source_sha256,review_item_sha256
tau3_retail:7309dccf77bead089946,tau3_retail,38,19,Agent B,tau3_retail::19::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,3bc35abf768e19078383fe7a8a64933fe5adfea21cb2d37a2fa26f099593b88f
tau3_retail:8ae1b4a472fe4123df7e,tau3_retail,39,22,Agent C,tau3_retail::22::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,09fd6aab45f4b7004cb44fb6d44881ecb60b353ab0f2975254d378f2c3ca5498
tau3_retail:39e9b5156cb0ce6a8914,tau3_retail,40,25,Agent B,tau3_retail::25::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,4daf613dac1273ba2e05aa6168125550e001f4c7e6fdf152eaac06a91dd6e0c2
tau3_retail:ed2a8f240706e53c9579,tau3_retail,41,27,Agent C,tau3_retail::27::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,5dc6be240e8749da27cb4d005013f851b7f4c5eee434f8377125efcb08f86863
tau3_retail:b747f0d7def779ef35e0,tau3_retail,42,28,Agent C,tau3_retail::28::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,c1ad8635b646135433c0c2dda9a33e7b600a5896551d93db0750966e7d63239d
tau3_retail:36238bf66a6a40391c0c,tau3_retail,43,30,Agent C,tau3_retail::30::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,8bc7917297553c499f8f1b93d218386d3852931b05bb89f73db496f328146c57
tau3_retail:8c28b3b64fd578a5a14a,tau3_retail,44,33,Agent B,tau3_retail::33::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,189ea2d69c8c10ef5d5801808a073ea23a125d5d4d3bb2235d21e731a80f456e
tau3_retail:ad7596012c5cda848589,tau3_retail,45,35,Agent B,tau3_retail::35::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,fd9d223eeaad393d39c59bfe7bbb4c90d58481baf4962fb32ea5b280554a0839
tau3_retail:9ae52453a62ede86a676,tau3_retail,46,7,Agent A,tau3_retail::7::agent_a,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,d0a71c0b4b81947a368afe8bbd47f350849b699002a22bb2ba3a1bcc8808ff5f
tau3_retail:b8d602503bdb25726419,tau3_retail,47,71,Agent B,tau3_retail::71::agent_b,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,7b5a83a353bfe8aba3e23490cb816872e1f01a64f70ed20efe1557005fcf0ce0
tau3_retail:52ff8403735f4c9a32ba,tau3_retail,48,78,Agent C,tau3_retail::78::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,5b627606c0605b44c049548a5e71f5c185e367a569322cdee5198ca3929c5e25
tau3_retail:83d6894c592c85c83fdd,tau3_retail,49,86,Agent A,tau3_retail::86::agent_a,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,55d9770fa4d6d4b1c110e856893b3825b02f2a83c95c387637dee82007cf0463
tau3_retail:09d30b45b393338eaa9c,tau3_retail,50,86,Agent C,tau3_retail::86::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,e592d1fd7acf57d360829f4210b40f2233870829493d1a71e420bf26d8aebc49
tau3_retail:ac139ad15d09f2f5729d,tau3_retail,51,91,Agent C,tau3_retail::91::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,28314cab721ca57b1e6159252326fe48e4abe3d64015fa3d65d67bf04c3d9ec8
tau3_retail:2b0dd9e01cd2cc6ac993,tau3_retail,52,95,Agent B,tau3_retail::95::agent_b,stronger,nativeS_stronger_downgrade,preliminary,EVIDENCE_INSUFFICIENT_STRONGER,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,520b94b89db65babcd2fe6d1cf99cc6ab8f3f36923c8a3dd1497949788ad0cc4
tau3_retail:b6529cfc9725b59bf34b,tau3_retail,53,97,Agent C,tau3_retail::97::agent_c,stronger,nativeS_stronger_downgrade,preliminary,STRONGER_ONLY_BLIND_SPOT,,false,legacy printed candidate: native strict/lenient scorer label,reviews/evidence_adjudication/audit_items_tau3_retail.csv,82350e7639b650c720eed58c9b078e6e8103b8e9860e3e3ce023dc90a0f98631,2bbe3c40d98bc0a7e4195d70c7771adeb8f7b4f65432a34c119a1eb31a2b5723
