benchmark,case_unit_id,overall_system_design_audit,semantic_decision,draft_lock_and_pre_run_scope,outcome_label_boundary,official_user_goal_task,native_evaluator_oracle_semantics,state_schema_and_artifact_inventory,nonlabel_decisive_evidence,native_sfu_rules,source_support_pointers,stronger_conditions,stronger_conflict_separation,minimality_no_run_leakage,failed_review_items,failed_design_clauses,finding_count,finding_summary,stronger_condition_count,review_prompt_variant,draft_lock_integrity,review_receipt_integrity,raw_draft_changed_since_lock,draft_sha256,case_packet_sha256
deep_swe_v1_1,drizzle-orm-window-function-builders,需修订,revise,通过,通过,通过,通过,通过,通过,通过,通过,需修订,通过,通过,stronger_conditions,stronger 条件的官方支持与测量 gap,1,stronger_conditions: The stronger layer is incomplete: it covers branch/commit workflow but omits the official preceding()/following() input-validation requirement that is outside the configured node lists and the official static typing requirement that is not genuinely measured because the verifier leaves typecheck mode unrun.,1,base_semantic_review,True,True,False,797351c5e215f9424ba7c77f78ed3ae88b3944427bea1606c131197280a79044,df593463eedff699333fced771c27436ca48efa16c0c4a5d4a4a5675f9da782a
deep_swe_v1_1,dynamodb-toolbox-conditional-attribute-requirements,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is incorrectly named as a decisive stronger artifact. It cannot independently establish the final branch-from-main workflow, and its question expressly requires separate trace evidence.; stronger_conditions: The stronger condition is source-supported, but its artifact set includes a patch that cannot assess branch identity or the complete final committed state.",1,base_semantic_review,True,True,False,d7ed820ead74bf096fcbd8e3c6b32df72442f229faff4cf812bb42101aec1e36,f6a284b7ea6ed73f9b34ef43671fd4a93441778daff6619664005138a26ce34d
deep_swe_v1_1,dynamodb-toolbox-lazy-recursive-schemas,需修订,revise,通过,通过,需修订,通过,通过,需修订,通过,通过,需修订,通过,通过,native_user_goal; decisive_post_run_evidence; stronger_conditions,官方 user goal/task; 决定性非标签运行证据; stronger 条件的官方支持与测量 gap,3,"native_user_goal: The native user-goal text omits multiple explicit functional requirements from the official instruction, so it does not faithfully state the complete user intent.; decisive_post_run_evidence: The stronger layer permits a transcript statement as evidence and labels model.patch decisive even though neither necessarily establishes the complete new-branch-and-commit requirement.; stronger_conditions: Although the workflow condition itself is valid, its current artifacts cannot reliably assess both branch provenance and whether everything was committed.",1,base_semantic_review,True,True,False,1763f159bcc876af75f53f78db76f810dc460e7ae4e653474f1199f007513586,8397c18422b4be6e7de9b6a533b67dc1eda5403f158657c4db30a47a623c3124
deep_swe_v1_1,effect-sse-httpapi-streaming,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,ccd7f1e982571860d9877441a1b2484f542a831d9950f07ccd78b2fa2fc745c3,963457ca54fdbcb8e254b1c1803a5b899ba6cea706036680d007db00c91c79c3
deep_swe_v1_1,eicrud-keyset-pagination-cursor,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,110c8392b4451e374a0f0fba91d01ccd127a5d2636a93ff4236f23af37c2636c,87b680b3d0d263208e5c92c83b93d419b78694695f379e52702130613622f084
deep_swe_v1_1,etree-xml-diff-patch,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,56ea839471f89436fa0cb5864da915f979705324d788edf2b76baab7bb8a12cb,b6c062d4b9f5d52d9157603b34951ce10e9e935e83be31f0c26ffe81210dfe3e
deep_swe_v1_1,expr-try-catch-errors,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,decisive_post_run_evidence; source_support_pointers; stronger_conditions,决定性非标签运行证据; source support pointers; stronger 条件的官方支持与测量 gap,3,decisive_post_run_evidence: artifacts/model.patch cannot independently establish the new-branch and commit-everything workflow condition.; source_support_pointers: official/instruction.md::1-11 does not include the line-19 branch-and-commit requirement and omits part of the errtype mapping.; stronger_conditions: The combined workflow condition names an artifact that cannot assess its branch or clean committed-state requirements.,1,base_semantic_review,True,True,False,946215ddc18b2f91f6245b6eb23283ce86c73c989dd663f87ed9a2a95858b4cd,abcb117390bb6e492d6b1c2748fec98d81fa20a4e5f1b304338a47b9d01253ae
terminal_bench_2_1,extract-elf,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,4,"native_evaluator_semantics: Native success and failure do not fully reproduce the shell verifier’s zero/nonzero pytest exit-status rule or its explicit working-directory guard.; decisive_post_run_evidence: The retained JSON outputs can establish only the comparison assertions, not the complete test outcome, because they do not expose compilation or subprocess exit statuses.; decisive_post_run_evidence: agent/trajectory.json cannot independently establish that output for /app/a.out matched its reference with at least 75% coverage.; decision_rules_sfu: The current F rule omits benchmark-counted pytest nonzero outcomes where neither individual test receives a failed status.",2,base_semantic_review,True,True,False,e555195b9e777c4bd910cce7f7b6b9ce89479af7740b20fe880ebec997535b07,3f698b3f9d34c7070ca3af95c5ea7771214a36ee72392ae3576ea11ba0acfcf5
terminal_bench_2_1,extract-moves-from-video,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,"native_evaluator_semantics: The native rules do not fully reproduce the content test: Python reads /app/solution.txt in text mode, computes a specifically normalized character-level Levenshtein score, and can produce a test error while opening or decoding the file. The checklist instead refers to “raw contents” and recognizes only the below-threshold assertion as content failure.; decision_rules_sfu: An existing but unreadable or undecodable solution can make test_solution_content_similarity error. The listed F rules do not cover that established official non-pass, while the U rule is broad enough to absorb it.",1,base_semantic_review,True,True,False,19deddc228696699ae2f90b7702631a9db2d1642be8cfbc231d3ffaed0668b76,a11a7ddd343ed0336bcbcff8dd4c3fbdff4a5d544d9fb2a9bcd50a998398af2e
deep_swe_v1_1,fastapi-deprecation-response-headers,需修订,revise,通过,通过,通过,需修订,通过,通过,通过,需修订,通过,通过,通过,native_evaluator_semantics; source_support_pointers,native evaluator/oracle 语义; source support pointers,2,"native_evaluator_semantics: native.success_if does not explicitly require the configured fail-to-pass set to be non-empty, although non-emptiness is part of the released binary-success predicate.; source_support_pointers: official/instruction.md::1-40 ends before the propagation/inheritance constraints and the new-branch-and-commit requirement cited by the checklist.",1,base_semantic_review,True,True,False,684143f6579ebf5c713be031f8bf9aec8f8b937ff95fdfdf5e608dcb6475c20d,c4f0e91b035a7afd55547c86c13e486ae8feed33836bef08dee39213bc25e59f
deep_swe_v1_1,fastapi-implicit-head-options,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,02e2a417d3ceacc21ccf2d2ef8e4ed10f104f651cf13f5bcc32f6383f40c6231,001169679544245455507bc5117b6af4a23a870ef31c2cc562afdcd5ce99485c
deep_swe_v1_1,fd-deterministic-multi-key-sorting,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,946f25212f20c76a93eeebdf384a807404d0086a44379c05a89a267503fb0bc1,7d585b28c00d23eb98f1cfd942545e92ed81128c5b20047b44ff749010bb5c2f
terminal_bench_2_1,feal-differential-cryptanalysis,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,4,"native_user_goal: The phrase “intended runtime under 30 seconds” weakens an explicit user requirement.; native_evaluator_semantics: Native failure is limited to the official test case failing, but test.sh’s criterion also fails on any evidenced nonzero uvx/pytest status, including invocation or collection errors before a test result exists.; decision_rules_sfu: An evidenced collection or pytest-invocation failure can fall outside the current F wording and be incorrectly left U.; stronger_conditions: The checklist omits the official less-than-30-second requirement even though the released test does not time or assert that limit.",1,base_semantic_review,True,True,False,d2590dce20d848d823fa3c368e208d9e4dc809aff502c242ac4135b64878dd47,e80eff45ea71a03d3d24ca70d0e1b9b3c5a2ff75defe46e971a1865cd0b546c0
terminal_bench_2_1,feal-linear-cryptanalysis,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,223f682c7f50483e48a04b24e72c9b2ee97ff01d6a6e7cea7f9587fba587b208,34cf8e463617e0b1416588006b47d964dd32df0a54ed450de3e90a7b09a727b9
terminal_bench_2_1,filter-js-from-html,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,d60550f8b7fe14d40ef2b55765c033a4244628cd1003d605de65d984d7ffd679,bcd8ff93269a2087f3391f8ec43adf14a4f4edcf726ca818f1f014b6109ece30
terminal_bench_2_1,financial-document-processor,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,ee855e101d5274452fb2d24ec461222f364c03cd80df7875d10c42c679baea5e,a15fc8d23c2027837d8fe1db73fc3d861630b60f8d590f699a098dec5387a09a
terminal_bench_2_1,fix-code-vulnerability,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers,4,"native_evaluator_semantics: Native benchmark success, success_if, and fail_if omit the released `test_hkey_real_world_examples` test.; decisive_post_run_evidence: `verifier/test-stdout.txt` is treated as directly exposing whether either captured exit code was nonzero, but the verifier script does not print those variables.; decision_rules_sfu: The U rationale incorrectly requires reliable evidence for both invocations even when one invocation is decisively shown to have failed.; source_support_pointers: The exact CWE-93 goal and the stronger assertion that released tests omit header-value coverage are not supported by the most directly dispositive packet locations.",1,base_semantic_review,True,True,False,1b04192c0485e22870b4f7db0e8a2a1370b587e45158f92a15640762ac655b9a,6cc054379137914eac09daad1a4396d2d8a65fac2180acdb888a25c55c8aca94
terminal_bench_2_1,fix-git,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,cdaac012ca64125917c52d1c7ac0dcce81037bca53aa39de3834652a0aca8c71,9e65fb4839eddd9e8086cbd256cfdc76a1236489ae9f02208bd6063314557198
terminal_bench_2_1,fix-ocaml-gc,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,3,"native_evaluator_semantics: Native success improperly requires corroborating evidence that the rebuild/tests flow completed, although the released oracle operationalizes only the `test_tests_output` pytest assertion over `tests.txt`.; decisive_post_run_evidence: The stdout decisive question depends on comparison with the CTRF report and therefore cannot be answered from that artifact independently.; decision_rules_sfu: The conjunction of CTRF and stdout moves records to U when one retained artifact already establishes native success or failure.",1,base_semantic_review,True,True,False,53d13ffb3bb21cb6779da1aefe956d0261d358c05c171991f7484d315b73fb1b,97b7101ce96500e04671d753dff9f97c4d3885b729a7b957aaafe5e2ef3ec3ad
terminal_bench_2_1,gcode-to-text,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,0,base_semantic_review,True,True,False,d587f792751a3e35e5ea7d0071467b9006c74d68e552c2b8d32830c5ed9afbf7,74507fee2abc6571d6515d4aefcf1615d5b0c8305e15b95976f89ca329928c4a
deep_swe_v1_1,geo-shapeindex-serialization,需修订,revise,通过,通过,需修订,通过,通过,需修订,通过,需修订,通过,通过,通过,native_user_goal; decisive_post_run_evidence; source_support_pointers,官方 user goal/task; 决定性非标签运行证据; source support pointers,3,"native_user_goal: The native goal says “oversized input” rather than the official “oversized allocation requests,” changing the required malformed-input behavior.; decisive_post_run_evidence: artifacts/model.patch captures only the base-to-HEAD committed diff and cannot independently prove use of a new branch or that the final worktree contains no uncommitted solution changes.; source_support_pointers: official/instruction.md::1-7 excludes line 9, where the branch-and-commit requirement appears.",1,base_semantic_review,True,True,False,a6cf965f8e711da52603cd731673c49ec052bb989f2dda8482a6b6f87fc67734,acee3ed4032eea22ad277f87e5fc6f412fb3bd01e1dfa688c8ee750fb0ffc0f9
terminal_bench_2_1,git-leak-recovery,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,0b7235979de35049835f1571d596650bb7b16e63d1dba51322f68934fc8f2590,37f87c750b29cd5ea44057cb0af2123f14158bb7eb2e96e35281b637c025ec2c
terminal_bench_2_1,git-multibranch,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers,4,"native_evaluator_semantics: Native success and failure incorrectly depend on successful clone and password-authenticated push operations even though the released test does not assert those Expect child-command results.; decisive_post_run_evidence: A concrete clone or push error in verifier stdout does not independently establish native failure because the Expect script can still exit successfully and endpoint checks can still emit `TEST PASSED`.; decision_rules_sfu: The S/F rules can override the released test outcome based on clone/push completion, producing U or F despite retained evidence of a passing test.; source_support_pointers: The evaluator pointers do not support treating successful clone/push completion as a necessary native condition because the Expect script does not validate those child statuses.",1,base_semantic_review,True,True,False,828d1893cddfa7d7ebd280c1f8f01fbef61d1d108cd694626f53d21dc788a4f2,493dab2142b43766feb86fcba665b226dcdbda42257ea3bc3cc4429f5d318ce5
deep_swe_v1_1,go-critic-doc-link-checker,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,需修订,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则; source support pointers,4,"native_evaluator_semantics: native.success_if does not require the configured fail-to-pass set to be non-empty, although this is an explicit part of released native success.; decisive_post_run_evidence: artifacts/model.patch cannot independently establish the new-branch workflow or a clean final worktree; it contains only the base-to-final-HEAD diff.; decision_rules_sfu: The current U rule can classify a record as U even when verifier/test-stdout.txt or verifier/run.log establishes a configured-node or verifier-execution failure.; source_support_pointers: case_packet.md::55-64 does not support the availability of agent/trajectory.json or agent/mini-swe-agent.txt.",1,base_semantic_review,True,True,False,f97a45346918690711ae66b93c07ca0abe280f094f5c585cdeb9c9f52ca5d94d,8b7fe33ab84f8fa52048e5aef196e8224d9bef4dad8280ebf9fd25d21d6473ec
deep_swe_v1_1,go-genai-streamed-function-args,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,d13de4253862f120998df7bc80c1e322ca8ab6f27e910e907b94ae5eeeb451cc,2e52a2bde80f29127646f2cfb2edd4d77818208b06a00e20da23ff49cb9e4a32
deep_swe_v1_1,go-git-worktree-merge-conflicts,需修订,revise,通过,通过,需修订,通过,通过,通过,通过,通过,通过,通过,通过,native_user_goal,官方 user goal/task,1,"native_user_goal: native.user_goal compresses away material official requirements, including operation without repository user configuration, exact conflict classes and blob-dependent index stages, the worktree-filesystem nature of MERGE_HEAD, and the precise Commit/Add behavior.",1,base_semantic_review,True,True,False,3f96552fe3468b57f3c81c3a25fd8ae02edd8e3fcdb262db68962343d453b35f,98bc4d7050bd3bda3591c283d6ae27327b49a3831d67e033986350406ed4ac5c
deep_swe_v1_1,goreleaser-retry-publish-auditing,需修订,revise,通过,通过,需修订,通过,通过,需修订,通过,需修订,需修订,通过,通过,native_user_goal; decisive_post_run_evidence; source_support_pointers; stronger_conditions,官方 user goal/task; 决定性非标签运行证据; source support pointers; stronger 条件的官方支持与测量 gap,4,"native_user_goal: The native user goal omits the task’s concrete retry eligibility, delay, cancellation, content-resend, audit-entry, and blob-open requirements behind a generic summary.; decisive_post_run_evidence: artifacts/model.patch is listed as decisive for a workflow condition that it cannot independently establish.; source_support_pointers: official/pre_artifacts.sh::7-7 does not support the patch-capture claim; the git diff command is on line 8.; stronger_conditions: The stronger evidence questions do not operationalize “commit everything”; observing a commit after edits does not establish that no task changes remained uncommitted.",1,base_semantic_review,True,True,False,2555481fc7c261db9041b0cc2bb9fc04fed81078586b67aa00f550d567ea92cc,da8a1ccad453b04096f1681ef7884f95b62a7ca17760b7bb18b5c01840dace4a
terminal_bench_2_1,gpt2-codegolf,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,需修订,通过,通过,通过,decisive_post_run_evidence; source_support_pointers,决定性非标签运行证据; source support pointers,2,decisive_post_run_evidence: verifier/test-stderr.txt is named as decisive for compile/runtime errors or traceback details even though the child processes are run with capture_output and those details are incorporated into pytest assertion/reporting output; verifier stderr cannot independently be relied upon to establish the official test outcome or asserted failure reason.; source_support_pointers: The cited test sources do not support the claim that verifier/test-stderr.txt exposes the captured subprocess or traceback details described by the checklist.,1,base_semantic_review,True,True,False,9612fab651879897ce8d56475ee7d96f96db0abc9374f9f6b4308a0f969ec0a2,0f374a433656799e03e527647120370d511b906db5f4e1ee80f3ec70cc059b55
deep_swe_v1_1,gql-incremental-graphql-delivery,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,dcd82b00bbed32b21179887cba50cb158b14e408aca5c80b70ab904eee0b3d9c,bb2050bd78b36ce1deb0130cb35c1727cc038073b71a5cb68243bb8d480a482d
deep_swe_v1_1,happy-dom-abort-pending-body-reads,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,26ac467106b6a8b52afc05fb3e416200cf94627c361919e25aaa1448fbc84677,2e31c86ab8a56f5f6672220d9ab20168f0b7b3e585879857e7fce72e06471b14
deep_swe_v1_1,happy-dom-deterministic-intersectionobserver,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is labeled decisive for the combined branch-and-commit workflow even though the checklist expressly acknowledges that it cannot prove the branch name or final cleanliness.; stronger_conditions: The stronger condition is source-supported, but its artifact questions permit partial corroboration or an agent’s unsupported statement rather than evidence independently establishing the complete workflow fact.",1,base_semantic_review,True,True,False,5ac21379e172a40c29820aaf5b08c78c659b99ae9b1e5975561a862c95a14cfa,2e80c167f70ab28f40bf5fc7395d2332a3817befb75581251472bb5a18a01181
terminal_bench_2_1,headless-terminal,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,通过,需修订,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则; stronger 条件的官方支持与测量 gap,4,"native_user_goal: native.user_goal omits the official instruction to install dependencies into the system Python.; native_evaluator_semantics: Native success is defined by the immediate pytest exit status, not by an added requirement that every CTRF node explicitly have passed status; native failure includes every nonzero pytest outcome, not only recorded failed/errored tests.; decision_rules_sfu: The current rules can return U even when one retained non-label artifact establishes success or when stderr/log evidence establishes a nonzero pytest outcome outside the listed test-failure cases.; stronger_conditions: The stronger condition combines the untested BaseTerminal inheritance requirement with method implementation that the native tests do exercise.",1,base_semantic_review,True,True,False,cb589ba5fa9a960a9942335d7f8055cbf429dd54ded03d9728d9c7d32c198681,724570403a6674c0cbb99687ac48c0bab0114604d44768884c2e43a5dd1a7d46
deep_swe_v1_1,helm-array-merge-strategies,需修订,revise,通过,通过,通过,通过,通过,通过,通过,需修订,通过,通过,通过,source_support_pointers,source support pointers,1,"source_support_pointers: official/instruction.md::1-17 is cited for claims that depend on later lines, including the line-21 requirement to work on a new branch from main and commit everything.",1,base_semantic_review,True,True,False,f764609960fd979aa26bbe7afbf5e10d07ae95f4c9bf5ace434e41b0295ec45f,98948333fd607730a6cf0256ecc81bd13923361915c754660a382300020ec563
deep_swe_v1_1,helm-unified-manifest-stream,需修订,revise,通过,通过,通过,需修订,通过,需修订,需修订,通过,通过,通过,通过,native_evaluator_semantics; decisive_post_run_evidence; decision_rules_sfu,native evaluator/oracle 语义; 决定性非标签运行证据; native S/F/U 规则,3,"native_evaluator_semantics: native.fail_if omits non-apply verifier interruptions that retained logs can prove caused configured nodes not to run or produce results, despite missing configured nodes being native failures.; decisive_post_run_evidence: artifacts/model.patch is named decisive for the branch-and-commit condition but is described as conditional corroboration and cannot reveal branch identity or uncommitted final changes.; decision_rules_sfu: The current U rule excludes an independently established 'another native failure path,' but no corresponding F rule classifies that case.",1,base_semantic_review,True,True,False,9798a42388d3999aeb63c3655abb3548bd7c90972b295cce6edc36376a88862a,595b0d212d81c4117b32afc8eeb8195a47e28a8ac4393a4322f07bf4b53313c6
terminal_bench_2_1,hf-model-inference,需修订,revise,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,通过,通过,native_evaluator_semantics; decision_rules_sfu,native evaluator/oracle 语义; native S/F/U 规则,2,native_evaluator_semantics: The native decision rules do not fully reproduce test.sh’s immediate-exit-status criterion: they cover per-test failures/errors but omit other nonzero pytest exits.; decision_rules_sfu: The U rule can absorb an evidenced verifier failure when pytest terminates nonzero before producing complete per-test outcomes.,1,base_semantic_review,True,True,False,e666f341f05d6a9f6262d199ecd1f71cd0d8717747fbad9dde532c443da8351b,c08e3aae7379b5e7f15bf0167ba639317c6caa1ea6e13066022b8772c2065825
deep_swe_v1_1,httpx-deterministic-cookie-store,需修订,revise,通过,通过,通过,通过,通过,需修订,通过,通过,需修订,通过,通过,decisive_post_run_evidence; stronger_conditions,决定性非标签运行证据; stronger 条件的官方支持与测量 gap,2,"decisive_post_run_evidence: artifacts/model.patch is labeled decisive but only contains the base-to-final-HEAD diff. It cannot independently prove creation of a new branch from main, absence of uncommitted changes, or alignment with a separate trace.; stronger_conditions: The artifact questions treat making a final commit as proof that everything was committed, but a commit can coexist with later or remaining uncommitted changes.",1,base_semantic_review,True,True,False,5dbe0cfd73e74f007ee8462606260984900e90abc311adeecf36667178c9d18c,ab0ff6242266059b0c39c59436cc8540bc144da1db3f52839deab7668e2c220c
deep_swe_v1_1,httpx-multipart-response-parsing,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,f8f32f9441b62301a51e7165ff15b127ab377d2f37750d6be4803503b8edba56,c5b62f832e62095429860ef3c0a8cb61b5f908993b790e0a20293f30be94c6cf
deep_swe_v1_1,httpx-streaming-json-iteration,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,4527388ee8ebacd27550ba443ef2d955eeb9d9b76fcdf6ad535b1ccfef104468,3be98283e628ad6de71a87fa2de499cda52456820b0e1866be2b7d0dd072a735
deep_swe_v1_1,igel-persist-feature-schema,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,58424d68c821419800639eea9e9c908645b5dd9c01f796cd588751e1b7dc0788,82eaf70de74e65f532b17512d4d086eb45e5309616b828a23c522ec8d656397a
deep_swe_v1_1,ink-grid-box-layout,需修订,revise,通过,通过,通过,通过,通过,通过,需修订,通过,通过,通过,通过,decision_rules_sfu,native S/F/U 规则,1,"decision_rules_sfu: The current U rule treats absence of `verifier/ctrf.json` and apply-failure stdout as sufficient for U. However, `verifier/reports/**` may preserve the complete configured CTRF inputs, and `verifier/test-stdout.txt` may contain the grader’s explicit per-node failure output. Either can establish native failure without a canonical CTRF or apply failure.",1,base_semantic_review,True,True,False,04d6563c83c474bf1d5393c47a34ddf52561361fda58399abd34319383f14843,84edaf49aeb3f9b19cc026dff7049d712f8ae09b1494fca8ccb0b9d74982a5cd
terminal_bench_2_1,install-windows-3.11,需修订,revise,通过,通过,需修订,需修订,通过,通过,需修订,需修订,需修订,通过,通过,native_user_goal; native_evaluator_semantics; decision_rules_sfu; source_support_pointers; stronger_conditions,官方 user goal/task; native evaluator/oracle 语义; native S/F/U 规则; source support pointers; stronger 条件的官方支持与测量 gap,5,"native_user_goal: `native.user_goal` omits nginx even though the instruction explicitly requires the port-80 web interface to use nginx.; native_evaluator_semantics: Native S/F is expressed only through four named pass/fail results, not the exact zero-versus-nonzero pytest status used by `test.sh`. Setup and other pytest errors are therefore omitted.; decision_rules_sfu: An evidenced pytest error that is not phrased as a named test failure satisfies neither current S nor F and can fall into U despite causing the released checker’s failure branch.; source_support_pointers: The `official/tests/test.sh::1-25` range ends before the complete pytest invocation and exit-status branch used by several claims.; stronger_conditions: The official nginx web-interface requirement is not operationalized by the verifier’s mere `:80` substring check and is absent from the stronger layer.",1,base_semantic_review,True,True,False,34e3cad588416e2dca3515fd257457ddadf6bd1c8220d0feeda52d80c6683f0c,db5a69956c1f22dc6b4c3af969cc1398ba01883868970937d02ad300bd3790e0
deep_swe_v1_1,ipython-session-bundle-replay,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,4590bbadbf325d6c9a898e8caa28879c7b535566cf82ed2cf3d9cdfc442c0113,6d42ee745426ce702f807b4138f0ac092a95d4e7c519eab4e9209dd79615ee66
deep_swe_v1_1,katex-multicolumn-array-spans,需修订,revise,通过,通过,通过,通过,通过,需修订,需修订,通过,通过,通过,通过,decisive_post_run_evidence; decision_rules_sfu,决定性非标签运行证据; native S/F/U 规则,2,"decisive_post_run_evidence: artifacts/model.patch is labeled decisive even though pre_artifacts.sh only records the base-to-HEAD diff; the patch cannot independently prove that HEAD was on a new branch, that a commit was made, or that no task changes remained uncommitted.; decision_rules_sfu: Native S is restricted to verifier/ctrf.json even though complete retained raw CTRF reports can reconstruct the official result, while native F lacks a route for retained verifier output that explicitly establishes patch-application or required execution/report failure. The U wording assumes these other evidence routes without assigning them to S or F.",1,base_semantic_review,True,True,False,b1c3aaed0e9358783d3996b547acf277838ef3af8cfaf61225bc1a7fd8106d36,ae3b98c1d54278d5ec7168dc3764b9e8db2f445957eb38ac6c3265d61ea65070
deep_swe_v1_1,kcp-go-multiplexed-kcp-streams,需修订,revise,通过,通过,通过,通过,通过,需修订,需修订,需修订,通过,通过,通过,decisive_post_run_evidence; decision_rules_sfu; source_support_pointers,决定性非标签运行证据; native S/F/U 规则; source support pointers,3,"decisive_post_run_evidence: verifier/run.log cannot independently establish model.patch apply failure because RUN_LOG is initialized only after grader prepare returns.; decision_rules_sfu: The patch-apply F rule points to an artifact that cannot establish the condition, so this F route lacks decisive retained non-label evidence.; source_support_pointers: The cited verifier sources do not support the run.log apply-failure claim because they show prepare executing before run.log is created.",1,base_semantic_review,True,True,False,ce28252a46c1ae61be8afc6c9fac5d544258ea0ba55dcf18c17456c7df4b9f9f,9f01e00de1d4a6f6c9ab985d15c6c367d461857a05f7d0a00e5b5d763a9d2c2e
deep_swe_v1_1,kea-atomic-signal-selectors,符合,accept,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,通过,,,0,,1,base_semantic_review,True,True,False,3107d5c81876109d1bec1d0b487a3fbe8efdade9d9ea2d9878620e7e61140872,8ea26093442405e773338564e5c55d457bd027850343d8dc2de22e1511b7b6a3
