benchmark,case_unit_id,status,canonical_source_file_count,materialized_official_file_count,protected_solution_count,f2p_node_id_count,p2p_node_id_count,content_fidelity
terminal_bench_2_1,adaptive-rejection-sampler,pass,8,6,1,,,official task/evaluator text is byte-exact; protected solutions and binary/allowlisted oversized fixtures use source-bound metadata
deep_swe_v1_1,quill-shared-toolbar-focus,pass,11,9,2,13,22,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,returns-validated-error-accumulation,pass,11,9,2,159,61,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,scc-bounded-memory-spilling,pass,11,9,2,31,286,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,scriggo-method-declarations,pass,11,9,2,48,1049,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,skrub-duration-encoding,pass,11,9,2,130,2784,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,sql-formatter-bigquery-pipe-formatting,pass,11,9,2,26,5709,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,sqlfmt-create-table-ddl-formatting,pass,11,9,2,32,1273,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,sqlite-utils-safe-import-checkpoints,pass,11,9,2,60,1038,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,superjson-error-stack-serialization,pass,11,9,2,80,116,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,task-task-graph-export,pass,11,9,2,20,17,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,tengo-callable-instance-isolation,pass,11,9,2,23,122,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,tengo-destructuring-bindings,pass,11,9,2,91,132,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,termenv-preserve-ansi-resets,pass,11,9,2,35,87,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,testem-bail-on-test-failure,pass,11,9,2,90,489,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,testem-per-launcher-reports,pass,11,9,2,65,469,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,textual-kitty-key-phases,pass,11,9,2,23,57,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,textual-richlog-follow-state,pass,11,9,2,20,6,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,tomlkit-toml-table-converters,pass,11,9,2,60,964,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,true-myth-iterable-collection-combinators,pass,11,9,2,96,561,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,ts-pattern-match-each,pass,11,9,2,85,6,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,updo-policy-alerting,pass,11,9,2,17,123,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,valibot-recursive-schema-composition,pass,11,9,2,10,209,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,vitest-duration-sharding,pass,11,9,2,56,24,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,vulture-persistent-analysis-cache,pass,11,9,2,24,295,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,wasmi-trap-coredumps,pass,11,9,2,22,58,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,wazero-multi-module-snapshots,pass,11,9,2,78,2,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,yaegi-go-embed-directives,pass,11,9,2,38,58,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,yjs-map-conflict-detection,pass,11,9,2,9,231,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
deep_swe_v1_1,ytt-jsonpath-query-api,pass,11,9,2,103,1,all non-solution official task bytes match the pinned Git tree; reference solution bytes are excluded but their exact hashes and sizes match
